started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-08-31 09:03:25.834000+00:00,2021-08-31 09:37:21.038000+00:00,2035,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003
2021-08-31 09:10:33.091000+00:00,2021-08-31 09:19:28.332000+00:00,535,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-08-31 09:12:31.996000+00:00,2021-08-31 09:30:32.458000+00:00,1080,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-31 09:27:33.719000+00:00,2021-08-31 09:58:28.292000+00:00,1854,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 09:40:11.283000+00:00,2021-08-31 10:08:32.971000+00:00,1701,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785
2021-08-31 09:46:19.088000+00:00,2021-08-31 10:54:23.463000+00:00,4084,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-08-31 09:57:53.046000+00:00,2021-08-31 10:33:01.116000+00:00,2108,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003
2021-08-31 09:57:53.128000+00:00,2021-08-31 10:30:33.205000+00:00,1960,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003
2021-08-31 10:04:19.413000+00:00,2021-08-31 10:23:10.510000+00:00,1131,189,City Chambers,City Chambers Quadrangle,55.95010933017899,-3.190257770093808,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-31 10:07:43.977000+00:00,2021-08-31 10:25:12.390000+00:00,1048,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918
2021-08-31 10:14:42.182000+00:00,2021-08-31 11:23:15.209000+00:00,4113,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-08-31 10:16:20.425000+00:00,2021-08-31 10:25:40.579000+00:00,560,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335692764551,-3.2092475016246453,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-31 10:22:33.037000+00:00,2021-08-31 10:34:34.925000+00:00,721,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-08-31 10:26:35.671000+00:00,2021-08-31 11:25:18.652000+00:00,3522,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-31 10:29:50.450000+00:00,2021-08-31 10:33:30.571000+00:00,220,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-08-31 10:30:46.578000+00:00,2021-08-31 12:41:57.738000+00:00,7871,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-08-31 10:31:24.370000+00:00,2021-08-31 11:26:04.697000+00:00,3280,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-08-31 10:34:01.302000+00:00,2021-08-31 11:00:46.245000+00:00,1604,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-31 10:38:13.273000+00:00,2021-08-31 10:39:51.665000+00:00,98,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785
2021-08-31 10:56:13.404000+00:00,2021-08-31 10:58:21.093000+00:00,127,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657
2021-08-31 10:58:42.053000+00:00,2021-08-31 11:24:39.389000+00:00,1557,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745
2021-08-31 11:00:53.029000+00:00,2021-08-31 11:25:26.373000+00:00,1473,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 11:08:25.480000+00:00,2021-08-31 11:14:45.281000+00:00,379,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-08-31 11:09:14.463000+00:00,2021-08-31 11:19:32.062000+00:00,617,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-31 11:15:11.657000+00:00,2021-08-31 11:33:57.968000+00:00,1126,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 11:24:00.101000+00:00,2021-08-31 11:29:07.804000+00:00,307,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785
2021-08-31 11:24:38.687000+00:00,2021-08-31 12:26:19.877000+00:00,3701,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 11:26:21.367000+00:00,2021-08-31 11:52:18.104000+00:00,1556,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-31 11:36:05.076000+00:00,2021-08-31 12:08:18.774000+00:00,1933,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-08-31 11:38:41.086000+00:00,2021-08-31 12:22:17.440000+00:00,2616,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 11:39:25.233000+00:00,2021-08-31 12:50:08.053000+00:00,4242,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-31 11:41:36.332000+00:00,2021-08-31 11:47:30.775000+00:00,354,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-08-31 11:44:59.192000+00:00,2021-08-31 12:47:01.470000+00:00,3722,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-08-31 11:47:43.379000+00:00,2021-08-31 12:46:49.553000+00:00,3546,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-08-31 11:54:36.086000+00:00,2021-08-31 12:02:53.660000+00:00,497,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467
2021-08-31 11:54:55.148000+00:00,2021-08-31 12:00:22.185000+00:00,327,1748,Colinton Road,Near Napier University Merchiston Campus,55.93341635916104,-3.21239711224257,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-31 11:58:41.698000+00:00,2021-08-31 12:10:44.162000+00:00,722,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-08-31 11:59:01.309000+00:00,2021-08-31 12:34:32.965000+00:00,2131,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1051,Warrender Park Road,On corner with Spottiswoode Street,55.93836921723555,-3.1980326885466184
2021-08-31 12:01:19.958000+00:00,2021-08-31 12:28:29.747000+00:00,1629,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459
2021-08-31 12:10:06.935000+00:00,2021-08-31 12:26:23.686000+00:00,976,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-31 12:14:37.166000+00:00,2021-08-31 12:29:33.146000+00:00,895,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537
2021-08-31 12:24:59.046000+00:00,2021-08-31 12:42:20.319000+00:00,1041,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-31 12:25:04.084000+00:00,2021-08-31 12:29:59.026000+00:00,294,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467
2021-08-31 12:28:22.827000+00:00,2021-08-31 12:45:51.159000+00:00,1048,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-31 12:33:00.566000+00:00,2021-08-31 12:42:20.411000+00:00,559,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-08-31 12:38:38.201000+00:00,2021-08-31 13:40:15.440000+00:00,3697,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-31 12:38:53.651000+00:00,2021-08-31 12:47:10.619000+00:00,496,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-31 12:39:05.359000+00:00,2021-08-31 14:07:13.632000+00:00,5288,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-08-31 12:42:18.638000+00:00,2021-08-31 13:17:24.974000+00:00,2106,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943
2021-08-31 12:50:08.887000+00:00,2021-08-31 13:09:39.366000+00:00,1170,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-31 13:15:00.657000+00:00,2021-08-31 13:37:01.182000+00:00,1320,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-08-31 13:16:42.994000+00:00,2021-08-31 13:25:27.855000+00:00,524,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,247,Charlotte Square,North Corner of Charlotte Square,55.95233546161639,-3.2071011721072864
2021-08-31 13:27:26.588000+00:00,2021-08-31 13:30:07.496000+00:00,160,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904
2021-08-31 13:50:10.216000+00:00,2021-08-31 14:22:03.801000+00:00,1913,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 13:50:44.994000+00:00,2021-08-31 14:21:59.359000+00:00,1874,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 13:52:09.192000+00:00,2021-08-31 14:01:51.348000+00:00,582,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785
2021-08-31 13:54:19.787000+00:00,2021-08-31 14:07:58.711000+00:00,818,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665
2021-08-31 13:54:24.104000+00:00,2021-08-31 14:00:18.637000+00:00,354,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789
2021-08-31 14:00:33.620000+00:00,2021-08-31 14:11:31.053000+00:00,657,1098,Marchmont Crescent,Corner of Marchmont Road,55.9364319181482,-3.194150044314256,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-31 14:03:48.656000+00:00,2021-08-31 14:38:26.235000+00:00,2077,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-08-31 14:03:50.895000+00:00,2021-08-31 14:38:22.720000+00:00,2071,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-08-31 14:04:45.792000+00:00,2021-08-31 14:19:52.796000+00:00,907,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-08-31 14:05:11.007000+00:00,2021-08-31 14:55:57.560000+00:00,3046,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-31 14:06:32.524000+00:00,2021-08-31 14:27:07.088000+00:00,1234,1809,Royal Edinburgh Hospital,Next to Kennedy Tower,55.92781815597736,-3.2133077222032247,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-31 14:09:46.691000+00:00,2021-08-31 14:26:53.874000+00:00,1027,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-08-31 14:15:06.212000+00:00,2021-08-31 14:23:23.716000+00:00,497,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-08-31 14:19:12.336000+00:00,2021-08-31 14:37:35.209000+00:00,1102,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-08-31 14:28:00.041000+00:00,2021-08-31 15:22:58.044000+00:00,3298,1748,Colinton Road,Near Napier University Merchiston Campus,55.93341635916104,-3.21239711224257,1798,Chambers Street,Outside National Museum,55.94760044619224,-3.188919736735216
2021-08-31 14:28:11.149000+00:00,2021-08-31 14:33:52.990000+00:00,341,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785
2021-08-31 14:34:07.352000+00:00,2021-08-31 15:23:51.664000+00:00,2984,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1720,Dundas Street,On corner of Henderson Row,55.9607624081837,-3.201278014771333
2021-08-31 14:38:56.184000+00:00,2021-08-31 14:49:19.915000+00:00,623,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2021-08-31 14:41:36.221000+00:00,2021-08-31 14:51:00.638000+00:00,564,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-31 14:42:00.429000+00:00,2021-08-31 14:52:08.980000+00:00,608,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-08-31 14:44:07.141000+00:00,2021-08-31 15:26:38.100000+00:00,2550,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-08-31 14:44:19.954000+00:00,2021-08-31 14:59:29.616000+00:00,909,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084
2021-08-31 14:52:46.802000+00:00,2021-08-31 15:49:02.906000+00:00,3376,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-31 14:53:31.972000+00:00,2021-08-31 15:06:14.307000+00:00,762,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-31 14:54:08.907000+00:00,2021-08-31 15:29:10.958000+00:00,2102,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-31 14:54:25.519000+00:00,2021-08-31 15:08:42.293000+00:00,856,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-31 14:54:44.145000+00:00,2021-08-31 15:09:23.232000+00:00,879,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-31 14:56:48.812000+00:00,2021-08-31 15:17:21.568000+00:00,1232,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-31 14:56:57.809000+00:00,2021-08-31 15:09:49.830000+00:00,772,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900024788877,-3.173923554315593
2021-08-31 14:58:22.321000+00:00,2021-08-31 15:18:03.007000+00:00,1180,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-31 14:58:48.253000+00:00,2021-08-31 15:17:31.117000+00:00,1122,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-31 14:58:49.929000+00:00,2021-08-31 15:49:19.256000+00:00,3029,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,2265,Musselburgh Brunton Hall,Adjacent to the Brunton Theatre ,55.94396074176487,-3.058306836702485
2021-08-31 15:00:51.375000+00:00,2021-08-31 15:50:17.785000+00:00,2966,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,2265,Musselburgh Brunton Hall,Adjacent to the Brunton Theatre ,55.94396074176487,-3.058306836702485
2021-08-31 15:01:09.533000+00:00,2021-08-31 15:51:31.587000+00:00,3022,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,2265,Musselburgh Brunton Hall,Adjacent to the Brunton Theatre ,55.94396074176487,-3.058306836702485
2021-08-31 15:03:13.526000+00:00,2021-08-31 15:20:51.233000+00:00,1057,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-08-31 15:03:19.030000+00:00,2021-08-31 15:20:19.258000+00:00,1020,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-08-31 15:04:52.640000+00:00,2021-08-31 16:08:27.303000+00:00,3814,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-31 15:04:56.176000+00:00,2021-08-31 16:06:46.076000+00:00,3709,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,289,Castle Street,Near Rose Street,55.95150073734976,-3.2031839065252825
2021-08-31 15:16:55.175000+00:00,2021-08-31 15:50:28.675000+00:00,2013,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-31 15:18:33.496000+00:00,2021-08-31 15:34:54.818000+00:00,981,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-31 15:25:48.151000+00:00,2021-08-31 15:35:40.662000+00:00,592,1768,Thirlestane Road,On corner with St Margaret's Place,55.93532370964813,-3.198763443819871,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-08-31 15:28:02.344000+00:00,2021-08-31 15:37:03.988000+00:00,541,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676648672239,-3.2020378290551434
2021-08-31 15:30:34.101000+00:00,2021-08-31 16:02:58.604000+00:00,1944,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-31 15:44:40.394000+00:00,2021-08-31 15:56:53.909000+00:00,733,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438
2021-08-31 16:01:32.045000+00:00,2021-08-31 16:08:15.800000+00:00,403,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-31 16:04:06.304000+00:00,2021-08-31 16:16:26.139000+00:00,739,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-31 16:05:42.422000+00:00,2021-08-31 16:11:16.529000+00:00,334,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-31 16:06:32.160000+00:00,2021-08-31 16:19:15.177000+00:00,763,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-08-31 16:10:36.115000+00:00,2021-08-31 16:27:21.084000+00:00,1004,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900024788877,-3.173923554315593,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-08-31 16:11:44.412000+00:00,2021-08-31 16:27:54.052000+00:00,969,254,Kings Building 3,Kings Building House,55.92347880784664,-3.1753845849070785,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-08-31 16:12:45.970000+00:00,2021-08-31 16:22:41.758000+00:00,595,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225
2021-08-31 16:15:07.939000+00:00,2021-08-31 17:28:48.881000+00:00,4420,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,1102,Haymarket Station,Haymarket Station,55.94556945067266,-3.21818468327956
2021-08-31 16:15:14.760000+00:00,2021-08-31 17:19:02.247000+00:00,3827,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-31 16:16:31.415000+00:00,2021-08-31 16:45:29.123000+00:00,1737,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-31 16:17:00.024000+00:00,2021-08-31 16:22:48.429000+00:00,348,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665
2021-08-31 16:21:14.499000+00:00,2021-08-31 16:22:41.455000+00:00,86,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-31 16:22:55.112000+00:00,2021-08-31 16:32:20.435000+00:00,565,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-08-31 16:23:54.364000+00:00,2021-08-31 16:38:59.705000+00:00,905,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
