started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2021-08-17 17:33:23.893000+00:00,2021-08-17 18:09:45.847000+00:00,2181,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536
2021-08-17 17:34:37.870000+00:00,2021-08-17 18:22:06.581000+00:00,2848,1753,Waitrose Comely Bank,On Fettes Avenue next to Waitrose,55.95953624971772,-3.223434402338853,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-08-17 17:35:59.463000+00:00,2021-08-17 17:49:23.609000+00:00,804,225,Waverley Court,On Waverley Court forecourt,55.95173449698344,-3.1841785354060903,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-17 17:37:23.076000+00:00,2021-08-17 17:39:04.323000+00:00,101,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-17 17:40:12.766000+00:00,2021-08-17 18:46:21.059000+00:00,3968,1097,Gladstone Terrace,Corner of Gladstone Terrace and Sciennes Road,55.93796327344498,-3.185021145932069,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-17 17:40:44.177000+00:00,2021-08-17 17:47:40.622000+00:00,416,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747
2021-08-17 17:44:20.140000+00:00,2021-08-17 18:21:19.296000+00:00,2219,1748,Colinton Road,Near Napier University Merchiston Campus,55.93341635916104,-3.21239711224257,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-08-17 17:47:29.909000+00:00,2021-08-17 18:22:39.069000+00:00,2109,349,Orchard Brae House,Outside Orchard Brae House on Queensferry Road,55.95508276879095,-3.2236342639564555,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-08-17 17:48:34.716000+00:00,2021-08-17 17:59:47.516000+00:00,672,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1097,Gladstone Terrace,Corner of Gladstone Terrace and Sciennes Road,55.93796327344498,-3.185021145932069
2021-08-17 17:50:44.407000+00:00,2021-08-17 18:38:06.751000+00:00,2842,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-08-17 17:50:51.908000+00:00,2021-08-17 18:37:06.710000+00:00,2774,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-08-17 17:51:12.365000+00:00,2021-08-17 18:16:21.212000+00:00,1508,1809,Royal Edinburgh Hospital,Next to Kennedy Tower,55.92781815597736,-3.2133077222032247,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-17 17:52:17.399000+00:00,2021-08-17 17:58:39.091000+00:00,381,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449
2021-08-17 17:52:55.134000+00:00,2021-08-17 18:05:34.322000+00:00,759,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-17 17:54:11.015000+00:00,2021-08-17 18:15:07.458000+00:00,1256,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537
2021-08-17 17:58:25.346000+00:00,2021-08-17 18:21:33.520000+00:00,1388,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1725,Edinburgh Zoo,"Corstorphine Road, Edinburgh",55.94211534619251,-3.2692867654484417
2021-08-17 17:59:19.718000+00:00,2021-08-17 18:09:05.471000+00:00,585,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537
2021-08-17 18:01:39.074000+00:00,2021-08-17 18:47:19.534000+00:00,2740,264,Pollock Halls,Pollock Halls Entrance,55.94008064125911,-3.171746866852459,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-17 18:03:26.652000+00:00,2021-08-17 18:09:06.481000+00:00,339,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-17 18:03:31.914000+00:00,2021-08-17 18:17:15.429000+00:00,823,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-08-17 18:08:46.103000+00:00,2021-08-17 18:42:00.898000+00:00,1994,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-08-17 18:10:28.380000+00:00,2021-08-17 18:13:23.042000+00:00,174,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258,1038,South Trinity Road,Corner of South Trinity Road and Ferry Road,55.97132539148155,-3.207963567424258
2021-08-17 18:11:17.128000+00:00,2021-08-17 18:17:56.185000+00:00,399,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-17 18:12:45.810000+00:00,2021-08-17 18:58:59.481000+00:00,2773,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,259,St Andrew Square,North East corner,55.95490573198223,-3.192443756949956
2021-08-17 18:14:31.781000+00:00,2021-08-17 19:14:09.801000+00:00,3578,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-17 18:16:12.860000+00:00,2021-08-17 19:18:16.664000+00:00,3723,1821,Drumsheugh Place,Corner with Drumsheugh Gardens,55.95159412232485,-3.2123542850940225,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536
2021-08-17 18:16:21.623000+00:00,2021-08-17 18:47:59.259000+00:00,1897,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-17 18:16:31.634000+00:00,2021-08-17 18:42:41.403000+00:00,1569,1756,Western General Hospital,Porterfield Road,55.96283984266853,-3.234135938375289,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-17 18:17:26.621000+00:00,2021-08-17 18:22:36.828000+00:00,310,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304
2021-08-17 18:17:28.149000+00:00,2021-08-17 18:48:59.578000+00:00,1891,1025,Dundee Terrace,Corner of Dundee Street & Dundee Terrace,55.93970989541296,-3.2205889336679547,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-17 18:19:58.877000+00:00,2021-08-17 19:24:37.438000+00:00,3878,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715254634,-3.174126319457628
2021-08-17 18:20:19.508000+00:00,2021-08-17 18:48:13.017000+00:00,1673,1823,Boroughmuir,Off Gibson Terrace,55.94007146917616,-3.215335840688084,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-17 18:21:21.185000+00:00,2021-08-17 18:39:25.572000+00:00,1084,1721,Tollcross,Outside Piccolinos off Lauriston Place,55.944248052468346,-3.2031045991104747,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745
2021-08-17 18:29:46.365000+00:00,2021-08-17 18:43:52.880000+00:00,846,1091,Holyrood Road,Opposite St Leonards Land,55.94955950619123,-3.180413257527789,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818
2021-08-17 18:29:57.526000+00:00,2021-08-17 18:43:05.255000+00:00,787,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745
2021-08-17 18:35:43.036000+00:00,2021-08-17 18:53:21.122000+00:00,1058,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856558589723,-3.2080701822277438,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904
2021-08-17 18:35:47.161000+00:00,2021-08-17 19:08:59.252000+00:00,1992,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,1819,Heriot Watt - Edinburgh Business School,Outside Edinburgh Business School,55.9088228790413,-3.320113285176247
2021-08-17 18:37:44.372000+00:00,2021-08-17 19:36:24.868000+00:00,3520,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536
2021-08-17 18:41:02.529000+00:00,2021-08-17 18:57:04.185000+00:00,961,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1729,McDonald Road,Next to Fire Station,55.9640310527501,-3.1851753729504253
2021-08-17 18:46:44.389000+00:00,2021-08-17 19:50:20.519000+00:00,3816,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-08-17 18:46:45.809000+00:00,2021-08-17 19:50:28.347000+00:00,3822,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965,1092,Dalry Road Lidl,,55.94179129688128,-3.2224153095965
2021-08-17 18:47:36.999000+00:00,2021-08-17 18:56:37.436000+00:00,540,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-17 18:50:32.183000+00:00,2021-08-17 19:39:02.118000+00:00,2909,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-08-17 18:51:37.478000+00:00,2021-08-17 19:38:38.695000+00:00,2821,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-08-17 18:51:44.359000+00:00,2021-08-17 19:39:01.923000+00:00,2837,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655,1019,Grassmarket,West end of Grassmarket,55.947097278583385,-3.1972457326126005
2021-08-17 18:58:05.381000+00:00,2021-08-17 19:12:30.878000+00:00,865,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-17 18:59:30.367000+00:00,2021-08-17 19:09:02.150000+00:00,571,2259,Leith Walk North,Next to Allander House,55.96791807044289,-3.1735862970647304,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-17 19:01:13.183000+00:00,2021-08-17 19:09:11.213000+00:00,478,253,Kings Building 2,Sanderson Building,55.92320215516664,-3.1716462453634904,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134
2021-08-17 19:06:35.666000+00:00,2021-08-17 19:26:29.561000+00:00,1193,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429
2021-08-17 19:09:47.899000+00:00,2021-08-17 19:30:40.465000+00:00,1252,1763,Comely Bank Road,Outside Raeburn Place Sports Ground,55.95941012836135,-3.2156613606136943,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298
2021-08-17 19:11:14.585000+00:00,2021-08-17 19:17:53.509000+00:00,398,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,1814,Abbeyhill,Near Abbey Mount,55.95524788917224,-3.1722162800950704
2021-08-17 19:13:26.949000+00:00,2021-08-17 19:47:12.959000+00:00,2026,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929,262,Canonmills,near Tesco's,55.96280408759764,-3.196283585062929
2021-08-17 19:15:20.035000+00:00,2021-08-17 20:40:55.874000+00:00,5135,183,Waverley Bridge,near the top of the South ramp,55.951980756193535,-3.191890332557904,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-17 19:22:47.170000+00:00,2021-08-17 19:32:47.789000+00:00,600,1039,Lothian Road,Outside the Usher Hall,55.94740919920712,-3.2057654971365537,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064
2021-08-17 19:23:32.862000+00:00,2021-08-17 19:26:57.821000+00:00,204,1767,Bruntsfield Links,Corner of Bruntsfield Links next to Public Toilets,55.937123239991095,-3.206431879393449,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801
2021-08-17 19:24:10.311000+00:00,2021-08-17 19:45:13.782000+00:00,1263,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-17 19:24:42.180000+00:00,2021-08-17 19:45:31.289000+00:00,1249,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-17 19:32:47.521000+00:00,2021-08-17 19:36:05.057000+00:00,197,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918
2021-08-17 19:36:43.147000+00:00,2021-08-17 20:02:55.670000+00:00,1572,1757,Meggetland,Meggetland Sports Complex,55.92758664038103,-3.2336710530441906,1090,Hillside Crescent,East end of Hillside Crescent,55.95787194536338,-3.175888370919665
2021-08-17 19:48:39.505000+00:00,2021-08-17 19:56:03.304000+00:00,443,1727,Causewayside,Outside National Library of Scotland,55.93650603148236,-3.1801663476151134,248,Bristo Square,"Bristo Square, near Potterrow",55.94583371599285,-3.189053072075467
2021-08-17 19:49:44.545000+00:00,2021-08-17 20:41:31.094000+00:00,3106,1824,Duke Street,Junction with Easter Road,55.96901164826488,-3.16739470303429,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805
2021-08-17 19:58:18.881000+00:00,2021-08-17 20:07:12.677000+00:00,533,1722,Cramond Foreshore,Near Cramond Beach,55.98003076740317,-3.300641788832536,1807,Gamekeeper's Road,Junction with Whitehouse Road,55.969442746098885,-3.3072587984723745
2021-08-17 20:07:26.908000+00:00,2021-08-17 20:15:43.470000+00:00,496,1028,Hunter Square,In Hunter Square next to Tron Kirk,55.94979756563328,-3.1877950320129003,1745,Scotland Street,Corner with Royal Crescent,55.96037972054591,-3.1954703369027584
2021-08-17 20:08:06.476000+00:00,2021-08-17 20:11:36.825000+00:00,210,1738,Wester Coates Terrace,Junction with Roseburn Terrace,55.94564841884953,-3.231847150914064,1765,Haymarket Terrace,Corner of Magdala Crescent,55.946063966641006,-3.2230240243595745
2021-08-17 20:11:46.631000+00:00,2021-08-17 20:14:46.199000+00:00,179,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,265,Meadows East,Between Melville Terrace and Sciennes,55.939809466328285,-3.182738850746432
2021-08-17 20:15:32.447000+00:00,2021-08-17 20:33:07.215000+00:00,1054,1050,EICC,Outside Edinburgh International Conference Centre,55.94607055533778,-3.2103963310007657,1017,Crichton Street,East end of street,55.94478427951007,-3.186906245433761
2021-08-17 20:15:36.632000+00:00,2021-08-17 21:22:46.945000+00:00,4030,2268,Picardy Place,Outside Omni Centre,55.95653524179326,-3.1862476120746805,1769,Brunswick Place,Corner of Elm Row/Brunswick Street,55.96085174106396,-3.180985762469163
2021-08-17 20:15:39.342000+00:00,2021-08-17 20:34:10.946000+00:00,1111,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-17 20:15:53.071000+00:00,2021-08-17 20:34:48.970000+00:00,1135,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,1728,Portobello - Kings Road,Foot of Kings Road next to the promenade,55.95791540692348,-3.118332042090288
2021-08-17 20:17:51.658000+00:00,2021-08-17 20:26:03.106000+00:00,491,1024,Meadow Place,End of Meadow Place,55.94023763168944,-3.194640214184801,1744,Morningside Road,"Corner of Morningside Park, beside M&S",55.927985349796536,-3.209749771944871
2021-08-17 20:18:08.071000+00:00,2021-08-17 20:31:59.089000+00:00,831,1096,West Crosscauseway,On island next to Buccleuch Street,55.9438359841253,-3.1849514084976818,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
2021-08-17 20:19:08.339000+00:00,2021-08-17 20:32:45.200000+00:00,816,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96517649040763,-3.1761801702076298,225,Waverley Court,On Waverley Court forecourt,55.95173449698344,-3.1841785354060903
2021-08-17 20:24:27.230000+00:00,2021-08-17 20:32:09.111000+00:00,461,1052,Surgeons Hall,East side of Nicolson Street,55.94664279961712,-3.1854745859388918,1818,Dynamic Earth,"Outside Dynamic Earth, Holyrood Road",55.951089465236365,-3.17572460948655
